ApplicationDate,Description,Documents,Documents_OLD,FinalPermitIssuanceDate,PermitStatus,Published,created_by,id,id_qaqc,modified_by,nsr_per_id,xata,ResearchNotes,DateLastChecked,DeadlinetoBeginConstruction,DraftPermitIssuanceDate,LastDaytoComment,Facility-widePTECO,Facility-widePTECO2e,Facility-widePTEHAPs,Facility-widePTENOx,Facility-widePTEPM25,Facility-widePTESO2,Facility-widePTEVOCs
2013-04-29T00:00:00Z,"This permit authorized construction of the Lake Charles Chemicals Project. On April 16, 2021, several process units were removed from the permit, PSD-LA-779 (M-12), and transferred to LyondellBasell.","[{'id': 'kmnmf3qnvp09v58sgud3ha5ocs', 'name': '2014.05.23 Sasol Lake Charles Cracker PSD-LA-779 Final Permit.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 3549176, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/tekidrugp91mh5702d363gmni4'}, {'id': 'f0n41dfog94opc56suhif0jomk', 'name': '2021.1.5_Sasol Lake Charles Cracker PSD-LA-779 M11 Final Permit.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 54060505, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/j6cehgradd6cb971db7momda58'}, {'id': 'hddq07rput7qb4efd7u18irn7s', 'name': '2021.4.16_Sasol Lake Charles Chemicals Project_PSD-LA-779-M-12.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 11995910, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/keivggofhh55f2eajj8olh73oo'}]","{'name': None, 'file_name': '2014.05.23 Sasol Lake Charles Cracker PSD-LA-779 Final Permit.pdf', 'url': 'https://api.oilandgaswatch.org/d/9c/0a/9c0a311ad69f41f689369ac81edd4c2a.1636581403.pdf'}, {'name': None, 'file_name': '2021.4.16_Sasol Lake Charles Chemicals Project_PSD-LA-779-M-12.pdf', 'url': 'https://api.oilandgaswatch.org/d/47/e8/47e8adf970684016bb0bc4a774a70a97.1661540589.pdf'}, {'name': None, 'file_name': '2021.1.5_Sasol Lake Charles Cracker PSD-LA-779 M11 Final Permit.pdf', 'url': 'https://api.oilandgaswatch.org/d/89/46/894628ddb6a6488d9ec3d056f7839123.1695410851.pdf'}",2014-05-23T00:00:00Z,Final Issued,True,Alexandra Shaykevich,4511,4511,Alexandra Shaykevich,PSD-LA-779,"{'createdAt': '2021-11-10T21:54:46.401Z', 'updatedAt': '2024-04-08T17:51:20.975412Z', 'version': 10}","Remaining units owned by Sasol: Ziegler Alcohol Unit, Ethoxylation Units, Alumina Unit, Ethylene Oxide/Ethylene Glycol Unit, and Guerbet Alcohols Unit.",2022-08-31T00:00:00Z,,,,,,,,,,
2020-04-20T00:00:00Z,This permit authorizes the first phase of construction at the Bighorn Gas Plant.,"[{'id': 'i9uqlnfhqd7s1aq7ruic7ga5uc', 'name': '2020.04.20_Bighorn Gas Plant_Air Constuction Permit 18WE0465 1st Iss Mod Application.PDF', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 25732439, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/pcto13pgl9327b4hslar9085f8'}, {'id': 'ipn91ptl7h3gfe0g1t5pnv7d40', 'name': '2021.11.19 Application addendum.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 31640030, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/ao18scr4sl78v7qlk8c0qe27h8'}, {'id': 'n2ntpmk4il0il46hn1idjslnmk', 'name': '2022.08.03_Bighorn Gas Plant_ 18WE0465 Iss 2 Final.PDF', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 719266, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/06l378lra919h95eu5bmscohgo'}, {'id': 'ht9nh4rfnd187durqekaek1ao0', 'name': 'PA.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 4095964, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/8dv2b8ugld6il2rdap8vfdvnd4'}, {'id': '4a5jd6loph62p34vbon9ucneao', 'name': 'PERMIT.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 1057772, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/n74tutiinh5gl82sje2rerhjfc'}, {'id': '8v7l9n08p52cpe83kb8jtmth00', 'name': 'drive-download-20220628T125133Z-001.zip', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 19692880, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/44fc9h3clt7lb5kl0lifghcoc0'}, {'id': 'ne01qu7bgh0onaujnuae2hlih4', 'name': 'longnotice.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 115663, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/8v4fh216j14bl6s32nhtr4mj9g'}]","{'name': None, 'file_name': '2020.04.20_Bighorn Gas Plant_Air Constuction Permit 18WE0465 1st Iss Mod Application.PDF', 'url': 'https://api.oilandgaswatch.org/d/23/7e/237ec6016f9241ae81bbe3b160722b4f.1638211116.PDF'}, {'name': None, 'file_name': 'PA.pdf', 'url': 'https://api.oilandgaswatch.org/d/b0/a8/b0a8267624384beb86fd4d067cc33d2d.1656420734.pdf'}, {'name': None, 'file_name': '2021.11.19 Application addendum.pdf', 'url': 'https://api.oilandgaswatch.org/d/45/89/4589ee146f06422aad04b5812d40775c.1656420740.pdf'}, {'name': None, 'file_name': 'longnotice.pdf', 'url': 'https://api.oilandgaswatch.org/d/94/36/94360ae5a09c4ce5bfc2c8b5c197ed55.1656420733.pdf'}, {'name': None, 'file_name': 'PERMIT.pdf', 'url': 'https://api.oilandgaswatch.org/d/7e/e1/7ee137fb0f1940eab6c69acfadc290f2.1656420733.pdf'}, {'name': None, 'file_name': 'drive-download-20220628T125133Z-001.zip', 'url': 'https://api.oilandgaswatch.org/d/b1/b1/b1b101db8acb4b408d536d2aa845ad61.1656420739.zip'}, {'name': None, 'file_name': '2022.08.03_Bighorn Gas Plant_ 18WE0465 Iss 2 Final.PDF', 'url': 'https://api.oilandgaswatch.org/d/5d/62/5d62b61dcfa14e48b82da2c111acedc6.1667320937.pdf'}",2022-08-03T00:00:00Z,Final Issued,True,Courtney Bernhardt,4516,4516,Lottie Mitchell,18WE0465 Issuance 2,"{'createdAt': '2021-11-18T20:55:41.435Z', 'updatedAt': '2024-04-08T17:51:21.087464Z', 'version': 14}",https://drive.google.com/drive/folders/1ZrdCYx_qyHW6Hy0V5SFTzF6IJvVvWbcd,2022-11-01T00:00:00Z,2024-02-03T00:00:00Z,2022-06-28T00:00:00Z,2022-07-28T00:00:00Z,,,,,,,
2018-05-04T00:00:00Z,"This permit authorized construction of two processing trains and bypass at the plant. The plant was never constructed, and DCP submitted an application for a permit modification that reduces emissions and the processing capacity of the plant.","[{'id': 'tvfo91fkid3ul767octb0qi334', 'name': '2018.05.04_Bighorn Gas Plant_Air Constuction Permit 18WE0465 Application.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 1316050, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/28csjk8ea125l6qo7lhvfq88f8'}, {'id': 'of6o5vho3p2rl3mb1v3kjfcq94', 'name': '2018.12.17_Bighorn Gas Plant_Air Constuction Permit 18WE0465 1st Iss.PDF', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 494003, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/iifna0ojc53514a34k88slcrrk'}]","{'name': None, 'file_name': '2018.12.17_Bighorn Gas Plant_Air Constuction Permit 18WE0465 1st Iss.PDF', 'url': 'https://api.oilandgaswatch.org/d/55/0b/550bd3cce8094255b2c5717988d54b27.1638210851.PDF'}, {'name': None, 'file_name': '2018.05.04_Bighorn Gas Plant_Air Constuction Permit 18WE0465 Application.pdf', 'url': 'https://api.oilandgaswatch.org/d/70/cc/70cc8df6ceaf49c1896ad23182e648e3.1638285454.pdf'}",2018-12-17T00:00:00Z,Final Issued,True,Courtney Bernhardt,4518,4518,Alexandra Shaykevich,18WE0465 Issuance 1,"{'createdAt': '2021-11-18T22:02:49.924Z', 'updatedAt': '2024-04-08T17:51:21.21988Z', 'version': 9}","deadline to construct = Jun 17, 2020 but permit superseded - permit status changed to ""final issued"" (from ""void"")

The plant wasn't built as planned, and the company submitted an application to modify the permit (and remove train 2) in April 2020. Looks like that permit app is still pending. DCP now expects the plant to be operational in 2024... but in 2018-2019 planned to bring the first stage online in 2020.",,,,,,,,,,,
2019-12-18T00:00:00Z,Permit authorizing construction of sulfur hexafluoride (SF6)-insulated high voltage equipment at the power plant located within the Shell Petrochemical Complex.,"[{'id': 'pcdbvgdrqt3v9e2nsr0t3m3mc8', 'name': '2021.02.18_Shell Chemical Appalachia - Ethylene Cracker_Final Permit PA-04-00740B.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 83150, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/6etq8as2g91gt1oadaf8hgad9k'}, {'id': 'ikumn36u5h1u97ap8653tbmtgs', 'name': '2021.10.23_Shell Chemical Appalachia - Ethylene Cracker_Construction Extension for 04-00740A, 04-00740B, 04-00740C.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 306480, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/7k1olv2iqd3c78rn15kccsdgck'}, {'id': '1ohj02hp291s90adqpp7njspng', 'name': '2022.04.16_Shell Chemical Appalachia - Ethylene Cracker_Construction Extension for PA-04-00740A, PA-04-00740B, PA-04-00740C.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 2306532, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/p6pdm6oso93sbbpr2mkoh9djmk'}]","{'name': None, 'file_name': '2021.10.23_Shell Chemical Appalachia - Ethylene Cracker_Construction Extension for 04-00740A, 04-00740B, 04-00740C.pdf', 'url': 'https://api.oilandgaswatch.org/d/fd/96/fd96094509aa426eb299fee4d1acf443.1642555181.pdf'}, {'name': None, 'file_name': '2021.02.18_Shell Chemical Appalachia - Ethylene Cracker_Final Permit PA-04-00740B.pdf', 'url': 'https://api.oilandgaswatch.org/d/6e/13/6e1309b7ffb1464081645ce54caf6dd2.1642555182.pdf'}, {'name': None, 'file_name': '2022.04.16_Shell Chemical Appalachia - Ethylene Cracker_Construction Extension for PA-04-00740A, PA-04-00740B, PA-04-00740C.pdf', 'url': 'https://api.oilandgaswatch.org/d/89/23/8923576bd5244a95b8d084834c411063.1650398743.pdf'}",2021-02-18T00:00:00Z,Final Issued,True,Courtney Bernhardt,4519,4519,Alexandra Shaykevich,PA-04-00740B,"{'createdAt': '2021-11-19T18:33:02.001Z', 'updatedAt': '2024-04-08T17:51:21.350604Z', 'version': 10}","AS 5/3/23 - removed from permit description; plant keeps getting extensions to construction permits because they will only apply for a TV after DEP conducts an inspection, after the shake down period

The Pennsylvania Department of Environmental Protection has granted four extensions to construct the Shell Appalachia Ethylene Cracker, first on June 18, 2019, a second on October 23, 2021, a third on April 28, 2022, and the latest on September 12th, 2022. The latest extension expires on April 28th, 2023.",,,,,,,,,,,
2020-02-14T00:00:00Z,"Permit authorizing ""as-built"" design changes at the Shell Petrochemical Complex.","[{'id': '24ph5rf4eh5pdb3b222jf5a0rk', 'name': '2021.02.18_Shell Chemical Appalachia - Ethylene Cracker_Final Permit PA-04-00740C.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 381954, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/9d6svcbloh52d03d96ohatva90'}, {'id': 'lj6flarled5ir6k0r17e6vfiuo', 'name': '2021.10.23_Shell Chemical Appalachia - Ethylene Cracker_Construction Extension for 04-00740A, 04-00740B, 04-00740C.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 306480, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/7hronghm5h4u12f2tdjlhmpjtg'}]","{'name': None, 'file_name': '2021.02.18_Shell Chemical Appalachia - Ethylene Cracker_Final Permit PA-04-00740C.pdf', 'url': 'https://api.oilandgaswatch.org/d/e8/25/e825844768a640ffbcc7c15ff89402e3.1642555346.pdf'}, {'name': None, 'file_name': '2021.10.23_Shell Chemical Appalachia - Ethylene Cracker_Construction Extension for 04-00740A, 04-00740B, 04-00740C.pdf', 'url': 'https://api.oilandgaswatch.org/d/d2/74/d2749600ebde4b7e9a921e8e583848a2.1642555347.pdf'}",2021-02-18T00:00:00Z,Final Issued,True,Courtney Bernhardt,4520,4520,Alexandra Shaykevich,PA-04-00740C,"{'createdAt': '2021-11-19T18:33:12.459Z', 'updatedAt': '2024-04-08T17:51:21.484533Z', 'version': 9}","AS 5/3/23 - removed from permit description; plant keeps getting extensions to construction permits because they will only apply for a TV after DEP conducts an inspection, after the shake down period
The Pennsylvania Department of Environmental Protection has granted three extensions to construct the Shell Appalachia Ethylene Cracker, first on June 18, 2019, a second on October 23, 2021, a third on April 28, 2022, and the latest on September 12th, 2022. The latest extension expires on April 28th, 2023.",2022-10-07T00:00:00Z,,,,,,,,,,
2021-04-30T00:00:00Z,"This permit would modify the operating permit to add a produced water and condensate tank control device upgrade, allow for routine venting emissions, and adjust turbine start-up and shut-down events.","[{'id': 'gnnc75eu1h3j7dftuajht4do8k', 'name': '2021.04.30_Lucerne Gas Processing Plant_Construction Permit 12WE2024 Issuance 4 Modification Application.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 6076843, 'version': 2, 'url': 'https://us-east-1.storage.xata.sh/606rjue9f10id891a503rfs5cc'}]","{'name': None, 'file_name': '2021.04.30_Lucerne Gas Processing Plant_Construction Permit 12WE2024 Issuance 4 Modification Application.pdf', 'url': 'https://api.oilandgaswatch.org/d/2d/49/2d4959f5097449388fcf6b7369327c5c.1637353092.pdf'}",,Application Pending,True,Vincent Bregman,4521,4521,Lottie Mitchell,12WE2024 Issuance 4 Modification,"{'createdAt': '2021-11-19T20:16:10.068Z', 'updatedAt': '2024-04-08T17:51:21.609596Z', 'version': 9}","CM 3/19/24: submitted FOIA

I submitted a request to CO's public records dept to confirm that there isn't a draft or final version of 12WE2024 Iss 4 has been issued yet. (GB 2/1/2022)",2024-03-19T14:48:28.144Z,,,,,,,,,,
2019-09-27T00:00:00Z,This permit authorizes the construction and operation of the compressor.,"[{'id': 'qs0157a8fh3t75ahcrpqr62vq4', 'name': '2020.04.29_Black Creek Compressor Station_Final Air Permit to Construct.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 280481, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/o6qsmcql3156bebcd2tfeqp42c'}]","{'name': None, 'file_name': '2020.04.29_Black Creek Compressor Station_Final Air Permit to Construct.pdf', 'url': 'https://api.oilandgaswatch.org/d/e6/72/e672670c283d416c9e2d7918cbb4da62.1637685382.pdf'}",2020-04-29T00:00:00Z,Final Issued,True,Vincent Bregman,4533,4533,Lottie Mitchell,0800-0118,"{'createdAt': '2021-11-23T16:34:46.078Z', 'updatedAt': '2024-04-08T17:51:21.711026Z', 'version': 8}",,2022-09-19T00:00:00Z,,,,,,,,,,
2020-04-03T00:00:00Z,Permit authorizing construction of the Edna 1 Terminal.,"[{'id': 'tue367k69l6fbebq9f0psqs3oo', 'name': '2020.4.3_Max Midstream - Edna Terminal_Final Permit No 160859.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 201591, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/5o7v62pqvh3977632354d1v6go'}, {'id': 'uv95vm1bnd0tnc4h8rsrnv7mnc', 'name': '2020.4.3_Max Midstream - Edna Terminal_Permit No 160859 Application.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 1490549, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/4fi99o3kp14r1fm75dm99ua4gc'}]","{'name': None, 'file_name': '2020.4.3_Max Midstream - Edna Terminal_Permit No 160859 Application.pdf', 'url': 'https://api.oilandgaswatch.org/d/74/4e/744e3cd3cdc64a029c56f95a85fa3cfe.1637701253.pdf'}, {'name': None, 'file_name': '2020.4.3_Max Midstream - Edna Terminal_Final Permit No 160859.pdf', 'url': 'https://api.oilandgaswatch.org/d/9a/e5/9ae55b7ab9704c45b727fd0b5c75df30.1637701400.pdf'}",2020-04-03T00:00:00Z,Final Issued,True,Alexandra Shaykevich,4540,4540,Alexandra Shaykevich,160859,"{'createdAt': '2021-11-23T20:22:41.18Z', 'updatedAt': '2024-04-08T17:51:21.833658Z', 'version': 9}",https://www15.tceq.texas.gov/crpub/index.cfm?fuseaction=iwr.pgmdetail&addn_id=567444942020094&re_id=530359962020059&program_code=AIRNSR&lgcy_sys_cd=NSR&program=AIR%20NEW%20SOURCE%20PERMITS&IdType=REG,,,,,,,,,,,
2020-08-21T00:00:00Z,"This permit application would renew the facility's current Title V operating permit, 0520-00492-V2, and would serve as a de facto extension to PSD permit no. PSD-LA-803 (M-1), which authorized construction of the Lake Charles Methanol Facility and expired on August 24, 2020. The Louisiana Department of Environmental Quality issued a draft permit and solicited public comments in early 2022; however, a final permit was never issued. Lake Charles Methanol <a href=""https://edms.deq.louisiana.gov/app/doc/view?doc=14015710"">changed its name</a> and applied for a new permit to build a ""low-carbon"" methanol plant in October 2023.","[{'id': '5476gebaod3ipdppc9f94utv9g', 'name': '2016.6.30_Lake Charles Methanol_Final TV Permit No. 0520-00492-V1.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 3758904, 'version': 3, 'url': 'https://us-east-1.storage.xata.sh/6hivut1pcd3shahq7c7vc1tpik'}, {'id': 'n10em0g0hd2k5ahtj41iis11q0', 'name': '2020.8.21_Lake Charles Methanol_TV Renewal Application 0520-00492-V2.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 64915090, 'version': 3, 'url': 'https://us-east-1.storage.xata.sh/h1au9hbs3l7srfk7uquij7kmpo'}, {'id': 'd4cia4vv6d3llfc7063vsg1q0g', 'name': '2022.01.20_Lake Charles Methanol_ Draft Permit 0520-00492-V2.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 24724022, 'version': 3, 'url': 'https://us-east-1.storage.xata.sh/h4pin3phl95et06lqgb1idsfc8'}, {'id': 'j2uru24pld1q1ffgq6pqqhe15o', 'name': '2022.01.20_Lake Charles Methanol_Draft Permit PSD-LA-803(M2).pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 8888848, 'version': 3, 'url': 'https://us-east-1.storage.xata.sh/1d9u85ts4p59rast72ks1guov4'}, {'id': 'th8lfgrevt7n70hmbmfq1tnork', 'name': '2022.01.20_Lake Charles Methanol_PSD-LA-803(M2) and 0520-00492-V2 Public Notice.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 1505592, 'version': 3, 'url': 'https://us-east-1.storage.xata.sh/23i699o63t5l9apjbi6jo47nac'}]","{'name': None, 'file_name': '2020.8.21_Lake Charles Methanol_TV Renewal Application 0520-00492-V2.pdf', 'url': 'https://api.oilandgaswatch.org/d/6e/dd/6eddc46c3f6b404d8e96f87353eabb6e.1637744316.pdf'}, {'name': None, 'file_name': '2016.6.30_Lake Charles Methanol_Final TV Permit No. 0520-00492-V1.pdf', 'url': 'https://api.oilandgaswatch.org/d/61/3b/613b8bc239674ff8bf00c674081c3401.1637744354.pdf'}, {'name': None, 'file_name': '2022.01.20_Lake Charles Methanol_PSD-LA-803(M2) and 0520-00492-V2 Public Notice.pdf', 'url': 'https://api.oilandgaswatch.org/d/c2/c4/c2c4d43e80204fb2a7786ff38182184c.1643674417.pdf'}, {'name': None, 'file_name': '2022.01.20_Lake Charles Methanol_Draft Permit PSD-LA-803(M2).pdf', 'url': 'https://api.oilandgaswatch.org/d/35/29/352930453548497489336d267f2882a3.1643674422.pdf'}, {'name': None, 'file_name': '2022.01.20_Lake Charles Methanol_ Draft Permit 0520-00492-V2.pdf', 'url': 'https://api.oilandgaswatch.org/d/90/3c/903cd7fdf8ee413ebf511a9e7b18f425.1643674431.pdf'}",,Withdrawn,True,Alexandra Shaykevich,4558,4558,Alexandra Shaykevich,0520-00492-V2 and PSD-LA-803 (M-2),"{'createdAt': '2021-11-24T08:48:13.06Z', 'updatedAt': '2024-10-16T17:38:26.182349Z', 'version': 14}",AS 12/1/23 - changes status to withdrawn since they officially have a new app pending under the same permit no. - but need to be on the look out for official withdrawal notice,2023-12-01T00:00:00Z,,2022-01-20T00:00:00Z,2022-02-28T00:00:00Z,,,,,,,
2013-10-03T00:00:00Z,This permit authorized the expansion of the expansion of the Lucerne Gas Processing Plant.,"[{'id': 'edp0hho63l3htdc2t04a07pcr4', 'name': '2013.10.03 Lucerne Gas Processing Plant 12WE2024 Permit Application.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 59000604, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/7k4cjj79t57p14p9p6n5lqrsl8'}, {'id': '6mp1c9jpgd6vp7n9efk8o1k8k4', 'name': '2014.01.13 Lucerne Gas Processing Plant 12WE2024 Issuance 1 Permit.PDF', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 828418, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/l4mr5omiil0h344r8c1pth5li8'}, {'id': '03dvp9pjtt3edac0ev9m8eqdss', 'name': '2015.03.17 Lucerne Gas Processing Plant 12WE2024 Issuance 1 GHG Language Recission.PDF', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 1460494, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/1c3nugvust231abjreht2s28og'}]","{'name': None, 'file_name': '2014.01.13 Lucerne Gas Processing Plant 12WE2024 Issuance 1 Permit.PDF', 'url': 'https://api.oilandgaswatch.org/d/53/a4/53a4a436d5214376bd37ac4ae757a97b.1638264802.PDF'}, {'name': None, 'file_name': '2015.03.17 Lucerne Gas Processing Plant 12WE2024 Issuance 1 GHG Language Recission.PDF', 'url': 'https://api.oilandgaswatch.org/d/3e/db/3edbd21e7fdb4bac9709e5ab4d291b6f.1638264817.PDF'}, {'name': None, 'file_name': '2013.10.03 Lucerne Gas Processing Plant 12WE2024 Permit Application.pdf', 'url': 'https://api.oilandgaswatch.org/d/84/aa/84aabaeb86d547c6b77eaca04bc72054.1638285048.pdf'}",2014-01-13T00:00:00Z,Withdrawn,True,Alexandra Shaykevich,4570,4570,Vincent Bregman,12WE2024 Issuance 1,"{'createdAt': '2021-11-30T09:30:37.916Z', 'updatedAt': '2024-04-08T17:51:22.060809Z', 'version': 10}","Natural gas processing facility, known as the Lucerne 2 Expansion Project at the Lucerne Gas Processing Plant, located in 31495 WCR 43, Weld County, Colorado.",,,,,,,,,,,
2019-08-21T00:00:00Z,Permit authorizing initial construction of the Midway Terminal as part of the Bluewater SPM Project.,"[{'id': 'sf3421ahl54jb217fvmkfu1cvg', 'name': '2019.8.21_Phillips 66 Pipeline - Midway Terminal_Final Permit No. 158065.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 209495, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/8mcmknfkjh4jhaceihqqbeeaf8'}, {'id': '99trnrgo1t3rbe3sg6q3f905i4', 'name': '2019.8.21_Phillips 66 Pipeline - Midway Terminal_Permit No. 158065 Application.pdf', 'mediaType': 'application/pdf', 'enablePublicUrl': True, 'signedUrlTimeout': 60, 'uploadUrlTimeout': 86400, 'size': 3224120, 'version': 1, 'url': 'https://us-east-1.storage.xata.sh/4iqjl4ifht6tbd8290fugva4tg'}]","{'name': None, 'file_name': '2019.8.21_Phillips 66 Pipeline - Midway Terminal_Permit No. 158065 Application.pdf', 'url': 'https://api.oilandgaswatch.org/d/dd/ae/ddae7b263e284a89b120beca59106644.1638469690.pdf'}, {'name': None, 'file_name': '2019.8.21_Phillips 66 Pipeline - Midway Terminal_Final Permit No. 158065.pdf', 'url': 'https://api.oilandgaswatch.org/d/b3/32/b3323355cfd14538b0b4ccd3edb02dd2.1638469700.pdf'}",2019-08-21T00:00:00Z,Final Issued,True,Alexandra Shaykevich,4581,4581,Alexandra Shaykevich,158065,"{'createdAt': '2021-12-02T17:57:22.988Z', 'updatedAt': '2024-04-08T17:51:22.170089Z', 'version': 9}","notify new (8/15/2019) - initial (8/21/2019) -- https://www15.tceq.texas.gov/crpub/index.cfm?fuseaction=iwr.pgmdetail&addn_id=455325192019227&re_id=447325192019227&program_code=AIRNSR&lgcy_sys_cd=NSR&program=AIR%20NEW%20SOURCE%20PERMITS&IdType=REG

permit status updated from expired to final (AS 5/10/2022) because it's a standard permit registration -- ",2022-05-10T00:00:00Z,,,,,,,,,,
