AirToxicsCancerRiskNATACancerRisk,AirToxicsCancerRiskNationalAverage,AirToxicsCancerRiskPercentile,AirToxicsCancerRiskPercentile_OLD,CancerPrevalence,CancerPrevalenceNationalAverage,CancerPrevalencePercentile,City,CountyFIPSCode,CountyFIPSCode_text,CountyorParish,ECHOLink1,EPAFRSID1,EstimatedPopulationwithin3miles,FacilityDescription,GHGRPID1,GHGRPLink,Latitude,LinktoEJSCREENReport,Location,Longitude,PercentLow-IncomeNationalAverage,PercentLow-IncomePercentile,PercentLow-Incomewithin3miles,PercentPeopleofColorNationalAverage,PercentPeopleofColorPercentile,PercentPeopleofColorwithin3miles,PercentPeopleover64YearsOldwithin3miles,Percentover64YearsOldNationalAverage,Percentover64YearsOldPercentile,Percentunder5YearsOldNationalAverage,Percentunder5YearsOldPercentile,Percentunder5YearsOldwithin3miles,PlasticsInventory,PrimaryNAICSCode,Published,ResearchNotes,State,StateFacilityIDNumbers,StreetAddress,ZIPCode,created_by,facility_name,id,id_qaqc,modified_by,xata,PrimarySICCode,ECHOLink2,EPAFRSID2,FacilityFootprint,EPAFRSID3,GHGRPID2,PlasticsInventory_ToAdd
28.0,25.0,5.0,<50th,8.0,6.4,82.0,Quincy,54039.0,54039,Kanawha County,,,3511.0,"The Clean-Seas Quincy Chemical Recycling Facility is a proposed chemical recycling plant in Kanawha County, West Virginia. The proposed facility has received a <a href=""https://www.kron4.com/business/press-releases/accesswire/834988/clean-vision-corporation-secures-15-million-loan-guarantee-from-west-virginia-economic-development-authority/"">$15 million loan guarantee</a> from the state and would convert used plastic into fuel products. According to the company, the plant could also produce hydrogen using a proprietary pyrolysis technology.",,,38.230392,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-81.46623,%22y%22:38.230392,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-81.46623 38.230392),-81.46623,30.0,50.0,27.0,40.0,11.0,5.0,27.0,18.0,83.0,5.0,43.0,4.0,,,True,location source: https://www.areadevelopment.com/newsitems/6-12-2023/clean-seas-quincy-west-virginia.shtml (location is approximate),WV,,TBD,25015,Lottie Mitchell,Clean-Seas Quincy Chemical Recycling Facility,6475,6475,GB,"{'createdAt': '2023-06-12T14:52:40.609Z', 'updatedAt': '2024-12-04T17:47:55.795464Z', 'version': 252}",,,,,,,
30.0,25.0,52.0,50-60th,4.2,6.4,11.0,Phoenix,4013.0,04013,Maricopa County,,,151128.0,"In November 2022, the Clean-Seas company <a href=""https://www.accesswire.com/723918/Clean-Visions-Clean-Seas-Signs-MOU-Establishing-Strategic-Venture-for-1st-US-Clean-Hydrogen-Facility-Partners-With-ASUs-Walton-Sustainability-Solutions-Service-on-50M-Facility"">announced</a> plans to build a chemical recycling facility near Phoenix, Arizona, although an exact location has not been confirmed. The plant would convert plastic waste using pyrolysis, where plastics are melted, vaporized, and turned into liquid that can be used to make more plastics, fuels, or lubricants. According to the company, the plant would also produce hydrogen using a proprietary pyrolysis technology.",,,33.463815,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-112.111494,%22y%22:33.463815,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-112.111494 33.463815),-112.111494,30.0,84.0,54.0,40.0,82.0,78.0,8.0,18.0,19.0,5.0,67.0,7.0,,,True,location approximate / TBD - chose random point in Phoenix so facility would show up on the map!* (AS 6/13/23),AZ,,TBD,,Alexandra Shaykevich,Clean-Seas Phoenix Chemical Recycling Facility,6478,6478,CM,"{'createdAt': '2023-06-13T20:17:57.369Z', 'updatedAt': '2024-12-04T17:47:55.923324Z', 'version': 246}",,,,,,,
20.0,25.0,5.0,<50th,7.3,6.4,70.0,Newaygo,26123.0,26123,Newaygo County,,,5476.0,"In January 2023, the Clean-Seas company <a href=""https://www.accesswire.com/735543/Clean-Visions-Clean-Seas-Enters-Into-Joint-Venture-Agreement-for-Fourth-US-Project-Partners-with-NuWay-Go-Recycle-Center-for-20M-Michigan-Facility"">announced</a> plans to build a chemical recycling facility in Newaygo, Michigan, about 45 minutes north of Grand Rapids. The plant would convert plastic waste using pyrolysis, where plastics are melted, vaporized, and turned into liquid that can be used to make more plastics, fuels, or lubricants. According to the company, the plant would also produce hydrogen using a proprietary pyrolysis technology and is seeking financial incentives made available through the Biden Administration's Inflation Reduction Act.",,,43.416293,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-85.806886,%22y%22:43.416293,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-85.806886 43.416293),-85.806886,30.0,68.0,39.0,40.0,29.0,15.0,17.0,18.0,53.0,5.0,50.0,5.0,,,True,"https://www.clean-seas.com/post/clean-vision-s-clean-seas-enters-into-joint-venture-agreement-for-fourth-u-s-project

https://newaygocity.org/documents/Council_MIN_20221212_8M6ij.pdf",MI,,313 W State Rd,49337,Alexandra Shaykevich,Clean-Seas Newaygo Chemical Recycling Facility,6480,6480,Kira Burkhart,"{'createdAt': '2023-06-13T21:03:25.524Z', 'updatedAt': '2024-12-04T17:47:56.054652Z', 'version': 246}",,,,,,,
,,5.0,,,6.4,,,,,,,,,"In April 2022, the Clean-Seas company <a href=""https://www.clean-seas.com/post/clean-vision-s-clean-seas-sets-jv-to-develop-a-waste-plastic-to-energy"">announced</a> plans to build a chemical recycling facility in Puerto Rico, although an exact location has not been disclosed. The plant would convert plastic waste using pyrolysis, where plastics are melted, vaporized, and turned into liquid that can be used to make ultra-low sulfur diesel, electricity, or char. According to the company, the plant could also produce hydrogen using a proprietary pyrolysis technology.",,,,,,,,,,,,,,,,,,,,,True,,PR,,TBD,,Alexandra Shaykevich,Clean-Seas Puerto Rico Chemical Recycling Facility,6482,6482,AS,"{'createdAt': '2023-06-14T15:09:45.968Z', 'updatedAt': '2024-09-24T20:05:25.083355Z', 'version': 91}",,,,,,,
30.0,25.0,52.0,50-60th,7.4,6.4,71.0,Pine Grove,54103.0,54103,Wetzel County,,,1110.0,"The Grays Peak Compressor is a proposed compression station in Wetzel County, West Virginia that would include 12 compressor engines, each with a maximum horsepower of 2,749 hp. The facility would potentially emit 166,654 tons of greenhouse gases per year, equivalent to nearly 840 railcars worth of coal burned.",,,39.580327,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-80.700827,%22y%22:39.580327,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-80.700827 39.580327),-80.700827,30.0,78.0,47.0,40.0,17.0,8.0,22.0,18.0,72.0,5.0,51.0,5.0,,,True,"CM 10/17/23 deleted latest news: On May 10, 2023, Antero Midstream LLC submitted an application to construct a new compressor station in Wetzel County, West Virginia. **Public comment on the draft permit can be submitted until July 14, 2023, according to the instructions [here](https://api.oilandgaswatch.org/d/45/6f/456fd387bb054a7da4569e970d31a484.1686932457.pdf).**",WV,103-00166,,26419,Lottie Mitchell,Grays Peak Compressor,6485,6485,Kira Burkhart,"{'createdAt': '2023-06-16T15:28:11.187Z', 'updatedAt': '2024-12-04T17:47:56.203337Z', 'version': 245}",,,,,,,
8.0,25.0,0.0,<50th,4.7,6.4,17.0,Prudhoe Bay,2185.0,,North Slope Borough,,,319.0,"The Harvest Alaska LNG Facility is a proposed liquefied natural gas processing and treatment facility in Prudhoe Bay, Alaska. It would process up to 150,000 gallons per day of natural gas, which would then be transported by truck to an LNG storage and distribution facility in Fairbanks, about 11 hours south.",,,70.246833,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-148.567806,%22y%22:70.246833,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-148.567806 70.246833),-148.567806,30.0,13.0,8.0,40.0,37.0,20.0,3.0,18.0,5.0,5.0,0.0,0.0,,,True,"CM 10/17/23 deleted latest news: On June 8, 2023, the Alaska Department of Environmental Conservation issued a draft construction permit. **Public comment on the proposed facility is open until July 10, 2023, and can be submitted [here](https://aq.alaskadec.commentinput.com/?id=bYCFHSgZ3).**",AK,,,99519,Lottie Mitchell,Harvest Alaska LNG Facility,6492,6492,Kira Burkhart,"{'createdAt': '2023-06-16T18:16:43.439Z', 'updatedAt': '2024-12-04T16:04:08.06286Z', 'version': 127}",,,,,,,
30.0,25.0,52.0,50-60th,6.9,6.4,60.0,Port Barre,22097.0,22097,St. Landry Parish,,,377.0,"Existing compressor station along Florida Gas Transmission's Mainline located in St. Landry Parish, LA.",,,30.53912,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-91.872384,%22y%22:30.53912,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-91.872384 30.53912),-91.872384,30.0,50.0,27.0,40.0,17.0,8.0,20.0,18.0,67.0,5.0,69.0,7.0,,486210,True,"TW 06/16/23
- Address from Title V permit renewal application (document ID 11586141)",LA,25003,2921 Bayou Gerimond Rd,70577,Tyler Weiglein,Port Barre Compressor Station 7.5 (CS 7.5),6496,6496,Kira Burkhart,"{'createdAt': '2023-06-16T18:36:28.834Z', 'updatedAt': '2024-12-04T17:47:56.344507Z', 'version': 245}",4922,,,,,,
30.0,25.0,52.0,50-60th,7.4,6.4,70.0,Franklinton,22117.0,22117,Washington Parish,,,625.0,"Existing compressor station along Florida Gas Transmission's Mainline located in Washington Parish, LA.",,,30.783526,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-90.061395,%22y%22:30.783526,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-90.061395 30.783526),-90.061395,30.0,66.0,37.0,40.0,4.0,1.0,33.0,18.0,91.0,5.0,15.0,1.0,,486210,True,"TW 06/16/23
- Address from Title V permit renewal application (document ID 12013697)",LA,17216,18169 Lee Rd,70438,Tyler Weiglein,Franklinton Compressor Station 9 (CS 9),6497,6497,Kira Burkhart,"{'createdAt': '2023-06-16T18:36:36.634Z', 'updatedAt': '2024-12-04T17:47:56.482512Z', 'version': 245}",4922,,,,,,
30.0,25.0,52.0,50-60th,6.9,6.4,58.0,Wiggins,28111.0,28111,Perry County,,,98.0,"Existing compressor station along Florida Gas Transmission's Mainline located in Perry County, MS.",,,30.948067,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-89.026998,%22y%22:30.948067,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-89.026998 30.948067),-89.026998,30.0,61.0,34.0,40.0,23.0,11.0,24.0,18.0,76.0,5.0,88.0,10.0,,,True,"TW 06/16/23
- Address from https://opcgis.deq.state.ms.us/ensearchonline/ai_info.aspx?ai=12462",MS,12462,201 Florida Gas Rd,39577,Tyler Weiglein,Wiggins Compressor Station 10 (CS 10),6498,6498,Kira Burkhart,"{'createdAt': '2023-06-16T18:36:47.409Z', 'updatedAt': '2024-12-04T17:47:56.620742Z', 'version': 245}",4922,,,,,,
40.0,25.0,94.0,90-95th,5.8,6.4,36.0,Convent,22093.0,22093,St. James Parish,,,273.0,"The Wanhua MDI Plant was a proposed methylene diphenyl diisocyanate manufacturing (MDI) facility in St. James Parish, Louisiana. MDI is used to make polyurethane automotive parts, foams, and other household products like waterproof sealants. The site would have produced 400 kilotons of MDI per year, but the project was canceled in 2019 following legal challenges, community opposition, and rising materials prices.",,,30.061585,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-90.824003,%22y%22:30.061585,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-90.824003 30.061585),-90.824003,30.0,81.0,50.0,40.0,83.0,80.0,14.0,18.0,43.0,5.0,57.0,5.0,,,True,,LA,215206,7633 Hwy 3214,70723,Lottie Mitchell,Wanhua MDI Complex,6508,6508,Kira Burkhart,"{'createdAt': '2023-06-20T16:00:35.342Z', 'updatedAt': '2024-12-04T17:47:56.784067Z', 'version': 246}",,,,,,,
20.0,25.0,5.0,<50th,5.3,6.4,27.0,Providence,44007.0,44007,Providence County,,,152872.0,"The Sea 3 Providence Terminal is a marine liquefied propane gas (LPG) storage and transport facility in Providence County, Rhode Island on the northwest bank of the Providence River. The terminal stores LPG in a 19-million-gallon high-rise tank from which it can be loaded onto transport vessels and sold throughout the region. Sea 3 bought the property in 2018, but it has not been active since 2015.",,,41.795782,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-71.38703,%22y%22:41.795782,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-71.38703 41.795782),-71.38703,30.0,64.0,36.0,40.0,66.0,51.0,15.0,18.0,45.0,5.0,55.0,5.0,,,True,https://ejatlas.org/conflict/sea-3-liquid-propane-gas-expansion-providence-rhode-island-usa,RI,,25 Fields Point Dr,02905,Lottie Mitchell,Sea 3 Providence Terminal,6512,6512,Kira Burkhart,"{'createdAt': '2023-06-20T16:34:55.097Z', 'updatedAt': '2024-12-04T17:47:56.917276Z', 'version': 245}",,,,,,,
,25.0,,,,6.4,,,,"48071, 48245","Chambers County, Jefferson County",,,0.0,"The Bayou Bend CCS Hub is a proposed carbon capture and sequestration project in Chambers and Jefferson Counties, Texas, that would capture carbon dioxide emissions from industrial facilities along the Houston Ship Channel and in Beaumont and Port Arthur. It would include multiple underground storage sites that span across 100,000 acres onshore, as well as 40,000 acres offshore in the Texas Gulf Coast. According to the companies developing the project - Chevron, Talos, and Carbonvert - it would have an estimated storage capacity of around 1 billion tons of carbon dioxide, making it one of the largest carbon capture projects in the United States.",,,29.639351,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-93.880094,%22y%22:29.639351,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-93.880094 29.639351),-93.880094,30.0,,,40.0,,,,18.0,,5.0,,,,,True,"AS 8/29/23 - added Equinor to the company list; they acquired a 25% stake in the project ""through the purchase of Texas Carbon 1 LLC, a subsidiary of Carbonvert""
https://www.reuters.com/markets/deals/norways-equinor-acquires-stake-us-bayou-bend-ccs-project-2023-08-28/

Chevron = 50%
Talos = 25%
Carbonvert = 25%
https://www.chevron.com/newsroom/2022/q2/chevron-talos-and-carbonvert-announce-closing-of-joint-venture-expansion

lat/long approximate based on offshore acreage owned by Talos at the outlet of Sabine Lake",TX,,,,Alexandra Shaykevich,Bayou Bend CCS Hub,6515,6515,Kira Burkhart,"{'createdAt': '2023-06-20T16:57:31.44Z', 'updatedAt': '2024-12-04T17:47:57.049951Z', 'version': 127}",,,,,,,
61.0,25.0,94.0,90-95th,5.7,6.4,34.0,,22089.0,"22047, 22093, 22007, 22057","Iberville Parish, St. James Parish, Assumption Parish, Lafourche Parish",,,4701.0,"The Harvest Bend CCS Hub is a proposed carbon capture and sequestration project in Louisiana that would capture carbon dioxide emissions from industrial facilities along the Mississippi River corridor from New Orleans to Baton Rouge. The project would utilize portions of EnLink's existing regional pipeline network of approximately 4,000 miles and would include multiple underground storage sites that span over 110,000 acres onshore. Talos Energy has already leased 26,000 acres in Iberville, St. James, Assumption and Lafourche Parishes to develop the project, which would have an estimated storage capacity of around 620 million metric tons of carbon dioxide. For more information on this facility, please see Empower LLC's report on <a href=""https://www.lagainstfalsesolutions.org/reports"">Carbon Capture and Sequestration in Louisiana</a>.",,,30.063938,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-90.423181,%22y%22:30.063938,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-90.423181 30.063938),-90.423181,30.0,39.0,21.0,40.0,71.0,59.0,14.0,18.0,42.0,5.0,57.0,5.0,,,True,"AS 10/5/23 - name updated from River Bend to Harvest Bend, see:
https://watertower.worldflowconnect.net/open/17348/MS_TALO_08212023.pdf/18e59e1c-68ed-424a-a40d-4181804dcbb7

https://www.harvestbendla.com/
----
location approximate, based on Talos' crude illustration
https://www.talosenergy.com/operations/carbon-capture-and-sequestration/default.aspx",LA,,,,Alexandra Shaykevich,Harvest Bend CCS Hub,6516,6516,CM,"{'createdAt': '2023-06-20T16:57:39.477Z', 'updatedAt': '2024-12-04T17:47:57.19103Z', 'version': 248}",,,,,,,
20.0,25.0,5.0,<50th,5.2,6.4,25.0,Corpus Christi,48355.0,48355,Nueces County,,,20559.0,"The Coastal Bend CCS Hub is a proposed carbon capture and sequestration project in southeast Texas that would capture carbon dioxide emissions from industrial facilities in Corpus Christi. It would include multiple underground storage sites that span across 13,000 acres onshore and would have an estimated storage capacity between 50 and 100 million metric tons of carbon dioxide. The project - which is being developed by Talos Energy, Howard Energy Partners, the Port of Corpus Christi Authority, and Texas A&M University - was awarded a <a href=""https://portofcc.com/port-of-corpus-christi-awarded-16-4m-in-carbonsafe-grants-from-u-s-department-of-energy/"">$9 million grant</a> from the U.S. Department of Energy in February 2023.",,,27.81884,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-97.441223,%22y%22:27.81884,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-97.441223 27.81884),-97.441223,30.0,91.0,64.0,40.0,88.0,90.0,17.0,18.0,54.0,5.0,68.0,7.0,,,True,"location approximated from talos' crude drawing (onshore Nueces Bay)
https://www.talosenergy.com/operations/carbon-capture-and-sequestration/default.aspx",TX,,,,Alexandra Shaykevich,Coastal Bend CCS Hub,6517,6517,CM,"{'createdAt': '2023-06-20T16:58:10.42Z', 'updatedAt': '2024-12-04T17:47:57.362191Z', 'version': 246}",,,,,,,
62.0,25.0,94.0,90-95th,5.8,6.4,36.0,Geismar,22005.0,22005,Ascension Parish,,,2912.0,"Occidental's Geismar Plant is located along the Mississippi River in Ascension Parish, Louisiana, southeast of Baton Rouge. It manufactures inorganic and chlorinated chemicals like chlorine, caustic soda, and ethylene dichloride for use in a variety of different industries and products, including the production of polyvinyl chloride (PVC) plastics. ",,,30.185778,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-90.97927,%22y%22:30.185778,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-90.97927 30.185778),-90.97927,30.0,48.0,25.0,40.0,63.0,46.0,11.0,18.0,29.0,5.0,55.0,5.0,True,,True,"CM 12/19/23 deleted: On June 15, 2023, Occidental Chemical Corporation submitted an application to increase chlorine production at the Geismar plant. The proposed expansion would increase greenhouse gas emissions at the plant by up to 14,772 metric tons per year, the equivalent of 196 tanker trucks worth of gasoline.",LA,3400,8318 Ashland Rd ,70734,Alexandra Shaykevich,OxyChem Geismar Plant,6527,6527,Keene Kelderman,"{'createdAt': '2023-06-22T17:18:51.927Z', 'updatedAt': '2024-12-04T17:47:57.495764Z', 'version': 251}",,,,,,,
68.0,25.0,94.0,90-95th,5.7,6.4,33.0,La Porte,48201.0,48201,Harris County,https://echo.epa.gov/detailed-facility-report?fid=110000463631&ej_type=sup&ej_compare=US,110000463631.0,30256.0,"Braskem's La Porte Plant is a polypropylene production facility in Harris County, Texas. It consists of two polypropylene production lines, and one ultra-high molecular weight production line. Braskem is Brazil's largest petrochemicals firm and one of North America's largest suppliers of polypropylene resin. ",1007574.0,,29.70369,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-95.078786,%22y%22:29.70369,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-95.078786 29.70369),-95.078786,30.0,40.0,21.0,40.0,60.0,42.0,15.0,18.0,46.0,5.0,68.0,7.0,True,325211,True,"AS 10/31/24 - updated facility description; info re Braskem taken from Plastics News https://www.plasticsnews.com/news/federal-infrastructure-funds-expands-braskems-uhmwpe-capacity-battery-separator-materials

CM 12/19/23 deleted: On August 31, 2023, Braskem USA [applied](https://api.oilandgaswatch.org/d/6a/0d/6a0dcd9728904a2fbd6010ee61327fb0.1698955916.pdf) to modify and renew the wastewater discharge permit for its La Porte Plant. The modified permit, if approved, would increase the facility’s maximum daily average wastewater discharge from 622,000 gallons per day to 850,000 gallons per day.",TX,RN102888328,8811 Strang Road,77571,Lottie Mitchell,Braskem La Porte Plant,6551,6551,AS,"{'createdAt': '2023-06-26T17:55:16.929Z', 'updatedAt': '2024-12-04T17:47:57.685246Z', 'version': 249}",2821,,,,,,
39.0,25.0,52.0,50-60th,6.8,6.4,55.0,Beaumont,48245.0,48245,Jefferson County,https://echo.epa.gov/detailed-facility-report?fid=110064636755,110064636755.0,13452.0,"The ExxonMobil Beaumont Polyethylene Plant is a polyethylene production plant in Jefferson County, Texas. It produces granular and pellet polyethylene, a plastic polymer used to produce products like grocery bags and dishwasher detergent bottles.",,,30.069484,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-94.229205,%22y%22:30.069484,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-94.229205 30.069484),-94.229205,30.0,62.0,34.0,40.0,76.0,67.0,14.0,18.0,41.0,5.0,54.0,5.0,True,325211,True,https://corporate.exxonmobil.com/locations/united-states/beaumont-operations/about-exxonmobil-in-beaumont#Aboutus,TX,RN100211903,11440 HIGHWAY 90,77713,Lottie Mitchell,ExxonMobil Beaumont Polyethylene Plant,6556,6556,Kira Burkhart,"{'createdAt': '2023-06-26T19:01:49.987Z', 'updatedAt': '2024-12-04T17:47:57.824419Z', 'version': 249}",2821,https://echo.epa.gov/detailed-facility-report?fid=110064636755,110064636755.0,,,,
59.0,25.0,94.0,90-95th,5.8,6.4,34.0,La Porte,48201.0,48201,Harris County,https://echo.epa.gov/detailed-facility-report?fid=110038705817,110038705817.0,17766.0,"The Ineos Battleground Manufacturing Complex is a petrochemical plant in Harris County, Texas. It produces polyethylene and polypropylene and was built in 1956.",,,29.718368,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-95.08583,%22y%22:29.718368,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-95.08583 29.718368),-95.08583,30.0,44.0,23.0,40.0,60.0,43.0,16.0,18.0,50.0,5.0,71.0,7.0,True,325211,True,https://www15.tceq.texas.gov/crpub/index.cfm?fuseaction=regent.showSingleRN&re_id=436486462001157,TX,RN100229905,1230 Independence Parkway South,77571,Lottie Mitchell,Ineos Battleground Manufacturing Complex,6561,6561,Kira Burkhart,"{'createdAt': '2023-06-26T19:59:28.625Z', 'updatedAt': '2024-12-04T17:47:57.974114Z', 'version': 249}",2821,https://echo.epa.gov/detailed-facility-report?fid=110038705817,110038705817.0,,,,
,,,,,,,,,,,,,,The Yara and BASF Gulf Coast Blue Ammonia Plant is a joint project to build an ammonia production facility on the U.S. Gulf Coast. The plant would have a 1.2-1.4 million ton per year capacity and the companies plan to capture and store 95% of the carbon dioxide produced during the manufacturing process.,,,,,,,,,,,,,,,,,,,,,True,https://www.yara.com/corporate-releases/basf-and-yara-to-evaluate-low-carbon-blue-ammonia-project-at-u.s.-gulf-coast/,TBD,,,,Lottie Mitchell,Yara/BASF Gulf Coast Blue Ammonia Plant,6581,6581,Lottie Mitchell,"{'createdAt': '2023-06-30T18:02:04.519Z', 'updatedAt': '2024-04-08T17:45:24.475931Z', 'version': 6}",,,,,,,
39.0,25.0,52.0,50-60th,5.7,6.4,34.0,Baton Rouge,22033.0,22033,East Baton Rouge Parish,,,4137.0,The proposed Tencate Chemical Recycling Facility would process plastic from old turf fields and convert it into usable feedstock for new plastics. It would be built in partnership with ExxonMobil and would be located in East Baton Rouge Parish.,,,30.582074,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-91.214673,%22y%22:30.582074,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-91.214673 30.582074),-91.214673,30.0,88.0,59.0,40.0,86.0,87.0,16.0,18.0,49.0,5.0,83.0,9.0,,,True,https://www.businessreport.com/business/advance-notices-filed-with-state-for-new-exxon-affiliated-recycling-facility,LA,,14801 Scenic Highway,70807,Lottie Mitchell,Tencate Chemical Recycling Facility,6583,6583,Kira Burkhart,"{'createdAt': '2023-06-30T18:57:12.348Z', 'updatedAt': '2024-12-04T17:47:58.152338Z', 'version': 245}",,,,,,,
30.0,25.0,52.0,50-60th,6.4,6.4,49.0,Fayetteville,37051.0,37051,Cumberland County,https://echo.epa.gov/detailed-facility-report?fid=110022439798,110022439798.0,3192.0,"The Dak Americas Cedar Creek Site is a polyethylene terephthalate (PET) manufacturing site in Cumberland County, North Carolina. It produces over 166,000 tons of PET per year.",1004178.0,,34.983648,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-78.790149,%22y%22:34.983648,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-78.790149 34.983648),-78.790149,30.0,65.0,36.0,40.0,52.0,33.0,20.0,18.0,65.0,5.0,56.0,5.0,,,False,CM 1/29/24: project/facility private bc TV renewal does not update any conditions and increase in production is not permitted as an expansion. Permittee has not requested change in permit limits or conditions and plans to use existing equipment,NC,2600106,3216 Cedar Creek Rd,28312,Lottie Mitchell,Dak Americas Cedar Creek Site,6612,6612,Keene Kelderman,"{'createdAt': '2023-07-07T20:12:08.002Z', 'updatedAt': '2024-12-04T17:47:58.344925Z', 'version': 245}",,,,,,,
30.0,25.0,52.0,50-60th,5.2,6.4,25.0,Baytown,48071.0,48071,Chambers County,,,1425.0,"Fulcrum's Trinity Fuels Biorefinery was a jet fuel production facility proposed to be built in Baytown, Texas. It would have converted 530,000 tons of municipal waste into 31 million gallons of aviation fuel each year. The Texas facility would have use the same technologies as Fulcrum BioEnergy's Sierra plant in northern Nevada, which shut down in May 2024 because of financial problems. The company <a href=""https://www.wastedive.com/news/fulcrum-bioenergy-chapter-11-bankruptcy-nevada/726555/"">filed for Chapter 11 bankruptcy</a> in September of the same year, effectively canceling the project. ",,,29.684759,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-94.884892,%22y%22:29.684759,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-94.884892 29.684759),-94.884892,30.0,39.0,21.0,40.0,43.0,25.0,23.0,18.0,74.0,5.0,14.0,1.0,,,True,"AS - updated facility description (for some reason capacity was off, updated with value in 313 app - website shut down); calling this one canceled; Nevada plant shut down and company filed for bankruptcy
https://www.wastedive.com/news/fulcrum-bioenergy-chapter-11-bankruptcy-nevada/726555/

location is approximate, using maps from 313 app",TX,,TBD,77520,Lottie Mitchell,Fulcrum Trinity Fuels Biorefinery,6615,6615,as,"{'createdAt': '2023-07-10T15:12:46.497Z', 'updatedAt': '2024-12-04T17:47:58.493615Z', 'version': 248}",,,,,,,
